iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
US-USG-MCC-18-NP-125640-125640,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,Not Applicable,,2,,,2012-10-01,2013-07-30,,,,,,,Millennium Challenge Corporation,US-18,Government,,,,NP,Nepal,,,,,,,,,,110,,,,USD,USD,-2084,0,0,0,0,0,0
44000-P071291,,2013-07-24 00:00:00,en,World Bank Group,44000,,NP:  Fincl Sector Technical Assistance,"The objective of Financial Sector Technical Assistance Project is to support the renewed efforts of the Government of Nepal (GON) to improve the sector in order to bring macroeconomic stability and promote private-sector-led economic growth. This restructuring paper seeks approval to cancel undisbursed funds across all categories except incremental operating cost of US$ 25,000 (cumulative amount of SDR 46,087.31).  The reason for cancellation of funds is due to lack of progress in the remaining activities under the project due to various procurement related issues this cancellation is being based on the request of the government the request letters dated November 25, 2011 and December 2, 2011 received from the Ministry of Finance.",3,2001-03-29,2011-12-31,2001-03-29,2011-12-31,,,,International Development Association,44002,,International Development Association,44002,,NEPAL RASTRA BANK,,,NP,Nepal,,,,,;;;;;;;24030;24010;;11330,;;;;;;;Formal sector financial intermediaries;Financial policy and administrative management;;Vocational training,14;28;29;29;1;1;98;49;49;1;1,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,2,,,C01,5,USD,,-2883758,-1080524,0,0,-202802,-99047,0
US-USG-AID-1-NP-90078,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,CA to SCF for relief in Nepal.,CA to SCF for relief in Nepal.,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,-4464,0,0,0,0,0,0
US-USG-PEACE-10-NP-191842,1,2013-09-30 00:00:00,en,UNITED STATES,302,Government,Volunteer Medical Support,"All headquarters and overseas costs associated with the medical support of Volunteers.  Includes costs of medical staff and care, staff and Volunteer medical-related travel, Volunteer medevac accompaniment travel, medical supplies, and distinct medical unit costs.
",2,,,2012-10-01,2013-09-30,,,,,,,Peace Corps,US-10,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,16636,0,0,0,0,0,0
US-USG-AID-1-NP-76648,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,"IGF::OT::IGF
To solicit, negotate an award to conduct final evaluation for Education for Income Generation (EIG) Program.","IGF::OT::IGF
To solicit, negotate an award to conduct final evaluation for Education for Income Generation (EIG) Program.",2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,0,21713,0,0,0,0,0
46004-44058-013-GRNT0212,1,2013-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,KATHMANDU SUSTAINABLE URBAN TRANSPORT PROJECT,"The project will improve the quality of urban life in the capital city of Nepal by delivering
a more efficient, safe, and sustainable urban transport system (UTS),2 favoring local economic
growth and addressing climate change and air pollution mitigation. The UTS will be enhanced
by focusing on (i) a plan to rationalize and upgrade the existing public transport network, tested
through the implementation of pilot routes provided with electric vehicles; (ii) traffic management
works and measures that will enable heritage routes in the city center to be pedestrianized and
improve general walkability (general walking conditions); and (iii) improvement of air quality
monitoring. The project aims to integrate these components holistically. The environment for
development work has greatly improved since 2006, when the decade-long conflict ended. The
experience of the Asian Development Bank (ADB) has shown that active community
participation can insulate development work from a country's wider challenges and thus bring
about effective service delivery. Consultations were undertaken with various stakeholders,
including the Kathmandu Metropolitan City (KMC), relevant central government ministries and
departments, public transport operators, and residents associations. The project design and
implementation arrangements have fully taken into account the current political context in
Nepal,3 with the implementation expected to proceed amid the ongoing peace process.",2,2010-10-26,2017-06-30,,,Ministry of Physical Infrastructure and Transport,,,Asian Development Bank,46004,Multilateral,,,,,,,NP,Nepal,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,2,110,10,C01,5,USD,,10000000,2094162,0,0,0,0,0
41114-PROJECT-00066480,1,2014-04-02 00:00:00,en,United Nations Development Programme,41114,Multilateral,Nepal Climate Change Support Programme (NCCSP), ,2,2013-01-10,2015-12-31,2013-01-10,,UNDP (Direct Execution),02240,Multilateral,GOVERNMENT OF NEPAL,00180,Government,,,,UNDP (Direct Execution),02240,Multilateral,NP,Nepal,,,,,,,,,4,110,10,C01,5,USD,,0,0,0,0,0,0,0
US-USG-AID-1-NP-63079,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,n/a,n/a,2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,17420,5161,0,0,0,0,0
41122-2970/A0/04/514/004,1,2013-06-07 00:00:00,en,UNICEF,41122,Multilateral,IR4 : PARTICIPATION AND PARTNERSHIPS,"Children, especially the disadvantaged, are increasingly engaged in participatory processes which help to address the issues that affect their well-being.",2,2014-04-02,2014-04-02,,,,,,French Committee for UNICEF,,Public Private Partnership,,,,,,,NP,Nepal,,998,"Bilateral, unspecified",,15150;15150;15150;15150;16062;15110;72010;16062;15150;16010;15140,Strengthening civil society;Strengthening civil society;Strengthening civil society;Strengthening civil society;Statistical capacity building;Economic and development policy/planning;Material relief assistance and services;Statistical capacity building;Strengthening civil society;Social/ welfare services;Government administration,10;28;15;22;10;2;1;3;4;3;1,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,4,110,10,B03,5,USD,USD,0,319424.54,391368.67,0,0,0,0
AU-5-INI485-NP,1,2013-04-08 00:00:00,en,Australian Agency for International Development,AU-5,Government,South Asia Water Initiative,"The South Asia Water Initiative (SAWI) aims to promote regional cooperation in the sustainable management of the water resources of the Himalayan rivers to address the challenges of development and climate change.  The program will be structured around five key focus areas: (1) Ganges Basin, (2) Brahmaputra Basin, (3) Indus Basin, (4) Sundarbans Landscape, and (5) Regional Cooperation. To promote more effective and cooperative water resources management, SAWI will facilitate multi-stakeholder dialogue and policy deliberation; enhance knowledge and capacity on issues of regional, and in particular trans-boundary water resources management and climate adaptation; and promote cooperative actions such as policy reforms, institutional development, and investment in water resources management. The total value of this  multi-country initiative is $15 million over 7 years, starting 2008-09.",2,2009-02-16,2017-06-30,2009-02-16,2017-06-30,,,,,,,,,,,,,NP,Nepal,,,,,,,,,,110,10,A02,,AUD,,0,0,100000,0,0,0,0
GB-CHC-274467-5GBR-PJ-00082,1,2013-06-18 00:00:00,en,ActionAid UK,GB-CHC-274467,International NGO,Ready for Anything ,"The project is designed to ensure that 157,200 beneficiaries in 157 communities across 4 countries (Afghanistan / Malawi / Myanmar / Nepal) have the capacity and appropriate resources to reduce risks and recover from the impacts of disasters and climate change",1,,2016-06-06,2013-07-01,,,,,,,,,,,,,,MM;NP;MW;AF,Myanmar;Nepal;Malawi;Afghanistan,;;;,,,,,,,,,,30,C01,,GBP,,0,0,0,0,0,0,0
DAC-1601-OPP1036915,,2014-03-18 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,"Rural Education and Development, Inc","to support  READ GlobalТs sustainability and effectiveness at employing READ Centers to meeting beneficiary needs by improving the operating structure of the organization, standardizing key Center operations, and  building fundraising capacity",2,2011-10-24,2014-10-19,,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,Bill & Melinda Gates Foundation,DAC-1601,Foundation,,,,NP;BT;IN,Nepal;Bhutan;India,;;,,,,16061;22040,Culture and recreation;Information and communication technology (ICT),50;50,OECD Development Assistance Committee;OECD Development Assistance Committee,,,,,,USD,,4779670,3500000,0,0,0,0,0
US-1-2010040220,,,en,United States Government,US,Government,Program Design and Learning (Conflict),"Develop and conduct needs assessments, baseline studies, targeted evaluations, special studies or other information-gathering efforts specifically for the design, monitoring and evaluation of USG-funded programs. This sub-element may also include developing and disseminating best practices and lessons learned, testing demonstration and/or pilot models, or the preparation of strategic plans and other short-term programming tasks. Note: All such activities that are carried out by partners as an in",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - Non United States Unknown,50000,,NP,Nepal,,,,,15220,"Civilian peace-building, conflict prevention and resolution",,OECD Development Assistance Committee,,,,,,USD,,0,21652,0,0,0,0,0
US-USG-AID-1-NP-76682,1,2013-07-30 00:00:00,en,UNITED STATES,302,Government,"Incremental Funding for Suaahara(Integrated Nutrition Program-INP) through November 30, 2013","Incremental Funding for Suaahara(Integrated Nutrition Program-INP) through November 30, 2013",2,,,2012-10-01,2013-07-30,,,,,,,Agency for International Development,US-1,Government,,,,NP,Nepal,,,,,,,,,1,110,,,,USD,USD,3506575,0,0,0,0,0,0
US-1-2009015485,,,en,United States Government,US,Government,Maternal and Child Health,"Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [Enterprise - United States Unknown]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - United States Unknown,50000,,NP,Nepal,,,,,13020,Reproductive health care,,OECD Development Assistance Committee,,,,,,USD,,0,108103,0,0,0,0,0
GB-1-200712-102,2,2013-12-06 00:00:00,en,Department for International Development,GB-1,Government,Trail Bridge - Consultancy,,4,2009-07-02,2011-06-29,2009-07-02,2011-06-29,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Other.,52000,,NP,Nepal,,,,,43030;15150;21010;21010,Urban development and management;Strengthening civil society;Transport policy and administrative management;Transport policy and administrative management,5;5;10;80,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,200000,0,6172,0,0,0,0
US-1-2010014721,,,en,United States Government,US,Government,Administration and Oversight (Infrastructure),Administration and Oversight (Infrastructure) [through Personal Service Contractors - USAID],2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Personal Services Contractors - USAID,50000,,NP,Nepal,,,,,21010,Transport policy and administrative management,,OECD Development Assistance Committee,,,,,,USD,,0,12016,0,0,0,0,0
SE-6-7400311501-NP-99810,2,2014-03-27 00:00:00,en,Swedish International Development Cooperation Agency,SE-6,Government,PMU frame 2007-2009,Frame work agreement suuport to PMU InterLife for activities in       developing countries within the NGO-allocation. Detailed information  and Sidas opinion could be found in assessment memo in E-doc no.      2006-002823.,4,,,2006-12-01,2010-12-01,,,,Sweden,SE,Government,Swedish International Development Cooperation Agency,SE-6,Government,Donor country-based NGO,22000,National NGO,NP,Nepal,,,,,99810,Sectors not specified,100,OECD Development Assistance Committee,1,110,10,B03,5,USD,,0,0,0,0,0,0,0
GB-1-113537-101,2,2013-12-06 00:00:00,en,Department for International Development,GB-1,Government,Rural Access Programme - Technical Assistance,,4,2008-08-02,2013-09-30,2008-08-02,2013-09-30,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Other.,52000,,NP,Nepal,,,,,43040;21020,Rural development;Road transport,10;90,OECD Development Assistance Committee;OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,8122884,0,7972861,0,0,0,0
